0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.044930869777804194e-02
2.000000000000000042e-02, 1.013478953805999894e-01
2.999999999999999889e-02, 1.526957290633047526e-01
4.000000000000000083e-02, 2.044927784883796285e-01
5.000000000000000278e-02, 2.567390121260362257e-01
5.999999999999999778e-02, 3.094343981742872507e-01
7.000000000000000666e-02, 3.625737379305466468e-01
8.000000000000000167e-02, 4.161484531247116037e-01
8.999999999999999667e-02, 4.701502657759206727e-01
1.000000000000000056e-01, 5.245711816143895367e-01
1.100000000000000006e-01, 5.794034747594514201e-01
1.199999999999999956e-01, 6.346396735339159267e-01
1.300000000000000044e-01, 6.902725473085649099e-01
1.400000000000000133e-01, 7.462950942824913003e-01
1.499999999999999944e-01, 8.027005301153339323e-01
1.600000000000000033e-01, 8.594822773364894086e-01
1.700000000000000122e-01, 9.166339554642871645e-01
1.799999999999999933e-01, 9.741493717750489001e-01
1.900000000000000022e-01, 1.032022512668054670e+00
2.000000000000000111e-01, 1.090247535577824278e+00
2.099999999999999922e-01, 1.148818761389879484e+00
2.200000000000000011e-01, 1.207730667320369600e+00
2.300000000000000100e-01, 1.266977880223693509e+00
2.399999999999999911e-01, 1.326555170295580677e+00
2.500000000000000000e-01, 1.386457445142070366e+00
2.600000000000000089e-01, 1.446679744187486349e+00
2.700000000000000178e-01, 1.507217233396883627e+00
2.800000000000000266e-01, 1.568065200290576611e+00
2.899999999999999800e-01, 1.629219049230281380e+00
2.999999999999999889e-01, 1.690674296958126543e+00
3.099999999999999978e-01, 1.752426568371349802e+00
3.200000000000000067e-01, 1.814471592516898157e+00
3.300000000000000155e-01, 1.876805198791428930e+00
3.400000000000000244e-01, 1.939423313333356713e+00
3.500000000000000333e-01, 2.002321955594638769e+00
3.599999999999999867e-01, 2.065497235080944183e+00
3.699999999999999956e-01, 2.128945348249714264e+00
3.800000000000000044e-01, 2.192662575556410864e+00
3.900000000000000133e-01, 2.256645278639970886e+00
4.000000000000000222e-01, 2.320889897639137001e+00
4.100000000000000311e-01, 2.385392948631940069e+00
4.199999999999999845e-01, 2.450151021191158573e+00
4.299999999999999933e-01, 2.515160776049081726e+00
4.400000000000000022e-01, 2.580418942865369658e+00
4.500000000000000111e-01, 2.645922318092227776e+00
4.600000000000000200e-01, 2.711667762931505354e+00
4.700000000000000289e-01, 2.777652201378686403e+00
4.799999999999999822e-01, 2.843872618349077452e+00
4.899999999999999911e-01, 2.910326057881797990e+00
5.000000000000000000e-01, 2.977009621417469276e+00
5.100000000000000089e-01, 3.043920466145753512e+00
5.200000000000000178e-01, 3.111055803419141341e+00
5.300000000000000266e-01, 3.178412897229607292e+00
5.400000000000000355e-01, 3.245989062744965903e+00
5.500000000000000444e-01, 3.313781664901948254e+00
5.600000000000000533e-01, 3.381788117053202924e+00
